	text	label
4275	remember mom dropped school got fine littering	0
4276	tham thats methed	0
4277	girl think cool yell front company	0
4278	one tranny problem	1
4279	news century	0
4280	diversity greatest strength	1
4281	racism	0
4282	look come master race	1
4283	buy stupidity got free	0
4284	cute	0
4285	white people put divider grocery	0
4286	back day blowin tranny car trouble	1
4287	sleep well like god holocaust	1
4288	walk past special ed classroom see gangbanging teaher jazz music stop	1
4289	like agree defending border political option constitutional obligation	0
4290	throwback thursday one time onces new phase build close	0
4291	percent indian idiot justice markandey katju	1
4292	look give bubble pool pulsating pussy kidding shes retarted thats normal face	1
4293	lonely devil halloween	0
4294	protesting death middle east	0
4295	sure gender look underwear youre welcome	1
4296	agree hi bro	0
4297	bicycle nigger common neither work without chain	1
4298	squad get lit	0
4299	serb kid start talking mad shit	0
4300	woman win argument	0
4301	korean	0
4302	uncle daddy say wash pussy co mummy say brother cock taste different	1
4303	car pileup mexico today people died	0
4304	tit may nice pussy bomb	0
4305	happy work animal	0
4306	question white man would like travel suggest know like sex go fuck	1
4307	help poor child africa	0
4308	let america turn another nation islam	0
4309	im saying youre retarded youre retarded	1
4310	step landmine weigh enough	0
4311	saying left want everyone look different long think	0
4312	unfortunately guy still exist	0
4313	number picture michelle obama pregnant sasha malia zero	0
4314	kkk ever let black men	1
4315	bad dream ku klux klan	0
4316	chinese ppl like happy thanksgiving	1
4317	meanwhile isi strip club	0
4318	another year another wrinkle ole nutsack happy birthday	0
4319	remove polish chemical nobody bat eye remove polish chemical everyrody loses shit	0
4320	say muslim monster imagine bowl mm poisoned would eat handful	1
4321	almost hoodie bonfire weather	0
4322	fidget spinner woman	0
4323	group men	0
4324	still confirmed sighting nosler ammo	0
4325	pug cute hell thats son	1
4326	face make still believe holocaust real idea started zionist jew bring back germany jewish control	1
4327	woman ask equal right give equal left aswell	0
4328	see cat let get lunch	0
4329	cant wait name dumb shit nobody pronounce	1
4330	islam religion peace piece piece	1
4331	real men pray dont hate	0
4332	mein feeling hurt	0
4333	best part fucking twentynine year old there twenty	0
4334	shave november	0
4335	vitiligo skin disease cause loss melanin	0
4336	oh look new dishwasher arrived	1
4337	middleeast america hated muslim terrorist born michigan	1
4338	come big cup beautiful coffee lie much going get done today	0
4339	let ethiopian child sexslave swallow cum generous god	1
4340	suppose sandwich question	0
4341	open carry youre much coward enlist yet want intimidatepeople playing army	0
4342	muslim couple taking selfie	0
4343	sure spay neuter spouse today	0
4344	keep yelling motherfucker allah shortly	0
4345	feeling cute might fuck tranny later idk	1
4346	im getting jello tonight	0
4347	perk friend youll normal one	0
4348	nonbinary gender real gender nojust	1
4349	dont drink cant hold liquor	1
4350	bitch like stitch pick open	1
4351	hate walmart doesnt need	0
4352	fuck america	0
4353	tammy find key	0
4354	person tell meme joke heavily offensive go lower	0
4355	whenever feel stupid remember hindu wash purifies soul river polluted river wolrd	1
4356	asking stupid question	0
4357	thats like	0
4358	quick one bb gun oops late youre dead	0
4359	el paso shooter father every single time	0
4360	prayer powerful matter	0
4361	talked agreed dinner would ready time future	0
4362	mussie guy tried rape didnt make court	1
4363	medium call refugee get	1
4364	trump say doesnt like suppressor wellhes democrat	0
4365	guess jury liked pudding cause pudding as jail	0
4366	neighbor see father see	0
4367	mama say sit yo monkey as	1
4368	wife said needed new coffee maker got one name mr coffee wife amused	0
4369	meanwhile isi strip club	0
4370	liberal waiting cnn tell upset next	0
4371	happy national woman day remember apple banana	1
4372	hope electoral college get beat ncaa tournament	0
4373	rev gas chamber	0
4374	glad put paper someone might recognise	1
4375	terrorist anyone doesnt agree idiot	1
4376	ill wait mom dad date crap everything hold dear	0
4377	irs seized willie nelson bank accts real estate holding million dollar tax debt currently al sharpton owes excess million dollar tax visit white house regularly guest explain white privelege	0
4378	arrest black baby become criminal	1
4379	kid threatened hold breath gave dessert he passed kitchen floor dont negotiate terrorist	0
4380	think day bad two didnt get accepted college	1
4381	tell wheres gay parade	0
4382	glue as shut uncle cant rape survival	0
4383	mark left chevy mark left ford	0
4384	busy like hive bee controlling family see edits news hear youll know think fear till truth gone unless stand en masse	0
4385	hiltler eating meal family	0
4386	closest ive come murder holding oreo milk bubbling stop	0
4387	morgan freeman played god bruce almighty	0
4388	government funded adoption instead abortion	0
4389	sharted protein shake	0
4390	well add happy little van river	0
4391	people killed christ church people killed christ church mosque muslim muslim	1
4392	look give youre new goat town	1
4393	might retarded come bottle opener	1
4394	march muslim million dog britain million muslim dog life matter demand muslim free zone lost job sniffer dog muslim racist say im unclean	1
4395	dear girl call guy ugly remember wear make	0
4396	follow allah kill moderate muslim follow allah kill radical muslim	1
4397	still smile even scared	0
4398	proud exercise belief	0
4399	get hit groin football cup doesnt protect willie	0
4400	wait	0
4401	im inturupting anything personal yeah nile eloped im new mom well ill son bitch	0
4402	muslim walk gay bar bartender muslim free shot everyone	1
4403	letter mental disorder	0
4404	welcome europe government told u diversity make u stronger adopt culture	0
4405	excoriated harmless tweet show cancelled	0
4406	muslim porn star	1
4407	youre nazi officer someone give name location jewish family	1
4408	goat stop	0
4409	dishwasher acting strange anybody help	0
4410	peacful dont believe blow	1
4411	last time im michelle obama	0
4412	serving food local farm cafe	0
4413	never forget harambe died teach u importance strong border	0
4414	adam eve native american try apple tasty	1
4415	chevy guy like got done muddin ford guy like got done muddin	0
4416	movie night	0
4417	stupid bitch race	0
4418	popular least talked white trash barbie kid b like fault didnt pay cable	1
4419	accidentally send dk pic mother	0
4420	omg middle east ninja	1
4421	dont see color race make sure surround diverse group people	0
4422	stop saying terrorist muslim terrorist	0
4423	sicced corrupt goon year came clean turn send justiceseeking patriot corrupt goon let see come	0
4424	rebuilt tranny blew tranny automatic tranny	1
4425	im gettin white girl wasted tonight	0
4426	hmmm wonder get couple muslim sex slave	1
4427	kid thought black people made anal sex	1
4428	he muslim asks role play	1
4429	house pedophile	0
4430	came	0
4431	racist vote donald	0
4432	u like pray protest u get poppin crakkka	1
4433	fresh bradford bomb jovi	1
4434	argue black person online im gon na whats called progamer move	1
4435	youre telling cant pick bedtime pick gender	0
4436	consume much trans fat	1
4437	found wife cheating ya allah	0
4438	need hug love hug	0
4439	spring cleaning time rather sleep	0
4440	something went terribly wrong	0
4441	oh boy sure love muslim new zealand city christchurch march	1
4442	ilhan omar participates house education labor committee markup	0
4443	god created	1
4444	one kind broom keep place clean	0
4445	funny he fat	0
4446	wonder he thinking siri find interracial tranny amputee midget fisting porn	1
4447	shrug knowing eat starting pay	0
4448	terrorism part parcel living big city sadiq khan london mayor tokyo million people islamic terrorism	0
4449	hang sock doorknob roommate know come im busy fucking sock	0
4450	north shovel snow south shovel ash	0
4451	get choose mental illness	0
4452	forget bomb code	0
4453	im racist racism crime crime black people	1
4454	farm equipment livestock dont mix	1
4455	squirt wrong hole	0
4456	start rave ethiopia tape peice toast ceiling	1
4457	winter discontent made glorious summer hump day	0
4458	never forget	0
4459	medium blame violence black people weve forgotten cracker	1
4460	waterin dirt	1
4461	stand still bc there active shooter	0
4462	islam love ariana grande august hillary clinton rally yeah youre goat	1
4463	baby bear get arrested cute	0
4464	police academy graduation ceremony	1
4465	waiting girl oustide house	0
4466	refugee welcome	0
4467	know colored people air freshener car cant stand smell nier either	1
4468	hey muslim eat	1
4469	say woman color want inclusive white woman	1
4470	every man need decent coffee maker	0
4471	thats new skyscraper going come	0
4472	tear next time walk run	0
4473	showing skin since dont anything else offer	0
4474	cracking open cold one boy	0
4475	figured trump conned fucking bright	0
4476	muslim guy walking goat	0
4477	hitler giving speech	0
4478	im gynecologist know cunt see one	0
4479	stop im trying put load dishwasher yeah	1
4480	putn ham mohamed	1
4481	dick game weak finger game world	0
4482	migrant caravan arrives	0
4483	finally buy dishwasher work lot better sponge	0
4484	hate american hillary obama trust	0
4485	forgo history embrace slavemaster	1
4486	respict wish dictionary	0
4487	meanwhile isi strip club	0
4488	shouldnt study civics high school study car	0
